Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K)
83.4,60,100,90,0.0,38.823,143.88,0.0017572,100,1.1,0.0012632,13.494,10.521,6.5052,298.06
243.2,65,100,80,0.0,19.728,119.01,12.519,250,0.9,104.83,14.937,3.4201,6.4944,297.9
192.4,75,100,105,0.0,73.057,8.6187,82.316,150,0.9,0.0017915,13.029,28.45,6.4637,298.04
40.2,60,100,51,0.0,35.762,171.98,0.0001,0,1.1,0.0030681,12.954,1.8943,6.4998,297.95
186.2,75,100,80,0.0,16.472,40.093,6.665,150,0.9,44.515,14.421,8.1691,6.503,297.87
21.4,55,100,150,0.0,158.07,285.43,0.0001,0,0.7,0.029331,9.27,0.00093221,6.4481,298.23
2.2,30,100,8,0.0,29.05,56.045,4.5345,0,0.6,1.4526,14.448,0.00099505,6.5125,297.97
137.6,75,100,75,0.0,13.252,110.43,14.704,100,1.0,10.205,13.675,12.645,6.5176,298.02
179.4,75,100,80,0.0,143.83,4.8796,45.812,150,0.9,0.0015443,11.905,27.22,6.4938,297.93
173.2,75,100,80,0.0,53.089,64.035,9.0666,150,0.9,0.00092947,11.051,26.733,6.5175,298.03
161.4,75,100,80,0.0,84.552,8.7201,52.871,400,0.9,0.00094435,12.02,23.624,6.5204,297.95
167.6,75,100,90,0.0,74.964,45.131,1.0127,400,0.9,0.00111,12.595,24.302,6.5122,297.95
170.2,75,100,80,0.0,7.4253,8.8024,58.138,150,0.9,30.395,12.95,11.455,6.5314,297.95
71.4,60,100,84,0.0,97.702,16.043,0.0001,500,1.1,0.0016128,15.149,9.9515,6.5053,297.95
200.2,65,100,80,0.0,49.254,9.4302,86.594,250,0.9,0.0014414,11.448,27.706,6.5069,298.06
154.0,75,100,90,0.0,59.676,1.7528,19.751,0,0.9,0.00086051,10.707,23.955,6.5103,297.96
134.0,75,100,90,0.0,52.334,34.44,5.3763,100,1.0,0.00076395,9.5655,20.831,6.4972,297.95
240.4,65,100,80,0.0,16.095,165.25,18.309,250,0.9,51.125,14.064,13.611,6.5074,298.11
173.6,75,100,80,0.0,58.887,36.957,6.1568,150,0.9,0.00131,12.048,25.305,6.5184,297.88
75.4,60,100,90,0.0,92.286,37.504,0.0001,100,1.1,0.0015811,14.34,8.8885,6.5145,298.12
187.6,75,100,80,0.0,59.471,40.263,6.5065,150,0.9,0.0012544,12.194,25.355,6.5052,297.89
127.8,75,100,90,0.0,41.156,2.4561,1.0092,100,1.0,0.00082152,12.027,18.641,6.5045,297.95
152.6,75,100,90,0.0,27.481,13.479,0.049547,0,0.9,0.00055319,9.4096,22.292,6.4676,297.93
89.8,60,100,90,0.0,58.899,33.263,0.0001,100,1.1,0.001351,13.464,10.794,6.5014,298.02
170.6,75,100,80,0.51914,0.0,58.577,8.1656,150,0.9,52.529,14.38,7.7344,6.5739,297.89
96.6,75,100,90,0.0,68.473,37.586,0.0001,100,1.1,0.0010112,14.012,15.977,6.4932,298.01
106.8,75,100,90,0.0,54.531,1.9912,0.0001,100,1.0,0.00072585,11.481,15.6,6.4893,297.98
113.0,75,100,90,0.0,74.771,16.423,0.0001,100,1.0,0.00087999,10.532,19.285,6.5059,297.98
155.6,75,100,90,0.0,7.8174,41.972,1.0304,0,0.9,28.546,13.431,9.9151,6.5191,297.89
45.4,60,100,57,0.0,72.662,211.5,0.0001,0,1.1,0.0025804,13.595,3.5492,6.4882,297.97
101.6,75,100,90,0.0,20.32,24.525,0.0001,100,1.0,0.00098186,12.555,15.071,6.466,298.03
99.8,75,100,90,0.0,98.43,1.2076,0.0001,100,1.1,0.00078045,11.655,14.936,6.4919,297.99
41.4,60,100,51,0.0,42.268,324.18,0.0001,0,1.1,0.0024341,12.719,3.0374,6.4997,297.95
212.4,65,100,80,0.0,33.044,56.349,9.7099,250,0.9,0.0010541,12.644,27.022,6.4522,297.93
27.0,55,100,30,0.0,99.747,139.09,0.021751,0,0.8,0.0022645,13.003,0.39077,6.5117,297.93
133.2,75,100,75,0.0,64.503,1.3217,0.0001,100,1.0,0.00054447,12.768,20.285,6.5104,297.9
63.6,60,100,76,0.0,148.21,12.667,0.0001,500,1.1,0.0016985,13.728,7.5385,6.5047,297.98
175.0,75,100,75,0.0,57.044,153.88,18.72,150,0.9,0.0013262,12.404,28.086,6.4877,298.1
207.0,65,100,80,0.0,7.306,59.692,1.193,250,0.9,46.702,13.322,11.967,6.5025,297.91
156.8,75,100,90,0.0,49.75,7.6169,0.044358,0,0.9,0.00090388,10.001,24.175,6.5035,297.93
46.0,60,100,57,0.0,56.528,93.952,0.0001,0,1.1,0.0024011,14.051,3.6155,6.4953,298.01
95.0,75,100,90,0.0,70.059,23.392,0.0001,100,1.1,0.0009755,14.509,13.442,6.516,298.0
198.6,75,100,80,0.0,14.151,51.516,7.1226,150,0.9,21.329,13.642,19.824,6.4929,297.97
64.4,60,100,80,0.0,225.0,0.79893,0.1781,500,1.1,0.0015999,15.044,7.2936,6.494,297.94
7.2,30,100,15,0.0,36.608,103.95,0.0001,0,0.6,2.3438,13.741,0.00098093,6.5165,298.17
234.8,65,100,90,0.0,13.682,9.8211,63.219,250,0.9,3.8128,12.719,28.294,6.4988,297.94
130.6,75,100,90,0.0,36.467,10.62,2.0311,100,1.0,0.00069459,11.036,17.434,6.5463,297.97
50.8,60,100,61,0.0,98.399,150.98,1.751,500,1.1,0.0022656,12.804,4.7534,6.5053,298.02
193.2,75,100,105,0.0,138.03,0.40861,54.012,150,0.9,0.0016483,11.511,27.925,6.5083,297.95
141.0,75,100,90,0.0,49.018,4.4587,30.042,100,1.0,0.00072599,9.8592,23.165,6.4994,297.97
75.6,60,100,90,0.0,74.722,50.18,0.0001,100,1.1,0.0017581,14.852,8.8065,6.4964,298.16
49.2,60,100,61,0.0,49.088,223.16,0.01919,0,1.1,0.0019349,11.653,4.5487,6.5039,298.18
93.2,75,100,90,0.0,62.202,3.8868,0.14471,100,1.1,0.00077897,15.382,12.481,6.4993,297.96
129.8,75,100,90,0.0,59.025,0.0001,0.0001,100,1.0,0.0008508,12.653,19.766,6.5029,297.98
5.2,30,100,15,0.0,8.4243,17.258,0.0001,0,0.6,2.4376,14.094,0.00098691,6.495,298.01
117.2,75,100,90,0.0,61.571,14.435,0.0001,100,1.0,0.0009483,11.492,18.367,6.4977,298.0
149.6,75,100,90,0.0,79.781,63.784,10.24,100,1.0,0.00051531,11.087,21.905,6.4969,297.95
222.8,65,100,80,0.0,41.44,12.312,64.527,250,0.9,0.0017286,11.914,30.237,6.506,298.0
114.2,75,100,90,0.0,39.461,34.172,0.0001,100,1.0,0.00089526,12.874,15.606,6.5008,298.01
80.6,60,100,90,0.0,105.65,246.3,21.772,100,1.1,0.0014783,15.089,10.911,6.5237,298.43
201.6,65,100,45,0.0,13.265,89.923,10.987,250,0.9,22.65,14.38,16.577,6.5053,298.08
70.4,60,100,84,0.0,196.28,10.084,0.036148,500,1.1,0.0015049,15.047,8.4844,6.5185,297.93
51.2,60,100,61,0.0,59.899,111.02,0.15216,500,1.1,0.0021065,12.84,3.9234,6.4955,297.92
99.4,75,100,90,0.0,63.294,17.946,0.0001,100,1.1,0.0006929,13.036,11.566,6.4959,298.0
128.0,75,100,75,0.0,48.774,9.2497,0.52988,100,1.0,0.063572,13.302,16.242,6.5362,297.88
49.6,60,100,61,0.0,96.575,83.367,0.0001,0,1.1,0.0021345,9.5033,4.5749,6.5188,298.01
176.8,75,100,80,0.0,54.763,7.75,87.323,150,0.9,0.0012628,10.634,27.842,6.5029,298.05
116.8,75,100,90,0.0,69.519,16.177,0.0001,100,1.0,0.00075616,11.142,16.759,6.5059,297.96
60.8,60,100,76,0.0,216.53,4.8032,0.0001,500,1.1,0.0019671,14.418,6.1317,6.4846,297.98
140.2,75,100,90,0.0,68.194,0.78069,15.152,100,1.0,0.00093992,12.699,23.479,6.507,297.96
39.2,55,100,47,0.0,69.142,242.6,0.0001,0,0.9,0.0031473,10.893,1.569,6.4977,298.06
170.6,75,100,80,0.51966,22.556,15.982,67.179,150,0.9,0.0012605,11.174,24.424,6.5463,298.04
140.8,75,100,90,0.0,56.559,0.94024,0.0001,100,1.0,0.00073592,10.683,20.657,6.5137,297.92
174.2,75,100,75,0.0,15.277,32.051,123.69,150,0.9,31.358,13.184,10.391,6.5015,298.08
248.0,65,100,120,0.0,10.675,98.158,12.508,250,0.9,72.631,15.14,13.942,6.5046,297.86
112.0,75,100,90,0.0,38.99,110.3,0.0001,100,1.0,0.0012006,12.366,16.699,6.4994,298.01
220.6,65,100,75,0.0,9.091,18.154,80.614,250,0.9,23.424,14.175,20.136,6.5034,298.06
99.2,75,100,90,0.0,76.22,113.71,0.0001,100,1.1,0.00099057,14.491,13.591,6.4928,298.05
188.8,75,100,80,0.0,62.844,27.962,6.7724,150,0.9,19.869,13.468,21.04,6.4888,297.89
58.8,60,100,72,0.0,112.4,28.464,0.0001,500,1.1,0.0021199,13.632,5.6617,6.5129,297.98
19.2,42,100,75,0.0,62.408,196.79,0.0001,0,0.7,0.013538,10.616,0.0009467,6.5031,298.06
21.8,55,100,150,0.0,225.0,566.07,0.0001,0,0.7,0.027828,8.2775,0.00092654,6.3969,298.17
108.4,75,100,90,0.0,73.755,9.8081,0.0001,100,1.0,0.00094746,13.017,15.229,6.5073,297.99
198.2,75,100,80,0.0,7.7516,102.35,12.115,150,0.9,50.497,12.96,9.7765,6.5116,298.04
63.8,60,100,76,0.0,61.561,0.0001,0.0001,500,1.1,0.0014907,14.076,7.5644,6.5142,297.96
62.2,60,100,76,0.0,63.984,4.0521,0.0001,500,1.1,0.0018682,14.762,6.0116,6.4952,297.99
200.6,65,100,80,0.0,47.167,85.603,12.226,250,0.9,0.001506,11.429,29.194,6.4975,297.97
38.6,55,100,47,0.0,61.103,128.49,0.0001,0,0.9,0.0022383,11.97,2.0759,6.5102,297.99
61.0,60,100,76,0.0,53.249,113.8,0.0001,500,1.1,0.0021309,14.082,6.6329,6.498,298.06
203.8,65,100,80,0.0,45.904,49.631,1.347,250,0.9,0.0011136,10.887,32.77,6.5027,297.85
139.2,75,100,90,0.0,48.522,0.0001,0.0001,100,1.0,0.00089207,10.138,21.377,6.511,297.94
76.6,60,100,116,0.0,102.34,176.53,0.0001,100,1.1,0.0019266,14.632,9.473,6.4814,298.4
113.6,75,100,90,0.0,75.859,0.0001,0.0001,100,1.0,0.00072155,11.868,17.571,6.4995,297.95
198.4,75,100,80,0.0,42.038,37.735,0.95716,150,0.9,0.0014573,11.426,29.976,6.51,297.9
51.6,60,100,61,0.0,65.276,24.62,73.771,500,1.1,0.0020203,13.449,4.7646,6.5058,298.17
23.0,55,100,150,0.0,225.0,363.74,0.0001,0,0.7,0.019033,9.4879,0.00092002,6.4074,298.07
5.8,30,100,15,0.0,24.649,51.337,0.0001,0,0.6,2.0478,13.83,0.00098471,6.4821,298.06
14.8,42,100,30,0.51712,38.726,48.461,181.24,0,0.7,0.010597,12.425,0.0009575,6.5638,298.6
205.6,65,100,80,0.0,43.82,13.862,71.289,250,0.9,0.00096864,12.543,26.77,6.4991,297.93
69.0,60,100,84,0.0,70.039,2.384,0.0001,500,1.1,0.001579,13.909,8.7237,6.5051,297.98
168.8,75,100,80,0.0,37.753,80.808,12.02,400,0.9,0.00091944,13.437,24.372,6.4971,297.97
64.6,60,100,80,0.0,55.445,21.649,0.0001,500,1.1,0.0023324,13.75,6.5646,6.502,297.99
101.4,75,100,90,0.0,12.263,37.004,0.0001,100,1.0,0.0011237,12.529,14.497,6.4764,298.07
44.6,60,100,57,0.0,53.082,104.17,0.0001,0,1.1,0.0025828,12.351,3.1555,6.4905,298.04
116.4,75,100,90,0.0,47.875,9.5358,0.0001,100,1.0,0.0009298,11.856,17.466,6.4977,298.0
99.8,75,100,90,0.0,39.727,359.08,0.0001,100,1.1,0.00085032,13.684,14.316,6.5127,298.09
47.6,60,100,57,0.0,113.61,140.19,0.0001,0,1.1,0.0021053,12.207,4.2432,6.5094,298.0
218.2,65,100,80,0.0,25.685,20.95,90.917,250,0.9,0.0015259,11.252,32.05,6.4777,298.03
216.0,65,100,80,0.0,33.221,67.314,9.8801,250,0.9,0.0018603,12.597,31.068,6.498,298.0
93.4,75,100,90,0.0,85.511,201.48,0.0001,100,1.1,0.0011546,14.153,14.164,6.5054,298.03
218.0,65,100,75,0.0,4.1452,21.655,222.93,250,0.9,25.108,14.035,19.036,6.496,298.28
114.2,75,100,90,0.0,54.309,18.389,0.0001,100,1.0,0.0013032,11.794,15.412,6.4947,297.97
164.8,75,100,75,0.0,35.187,31.832,0.14992,400,0.9,0.00076615,10.595,23.391,6.5003,297.85
8.0,30,100,15,0.0,32.923,114.17,0.0001,0,0.6,1.6507,12.918,0.00097835,6.4968,298.11
203.0,65,100,80,0.0,58.098,3.9369,0.0001,250,0.9,0.0013414,11.455,26.857,6.4973,297.87
169.2,75,100,105,0.0,77.255,17.574,129.39,400,0.9,0.0011055,13.431,24.294,6.504,298.16
135.4,75,100,90,0.0,90.426,5.3888,31.485,100,1.0,0.00086098,12.954,20.61,6.5019,297.99
179.0,75,100,105,0.0,51.504,0.067784,60.86,150,0.9,0.0013208,13.063,26.582,6.5009,297.96
75.6,60,100,90,0.0,82.214,71.035,0.0001,100,1.1,0.0016429,13.549,10.096,6.5041,298.19
173.4,75,100,80,0.0,0.0,0.63299,67.037,150,0.9,37.36,14.181,8.7729,6.5204,297.97
110.0,75,100,90,0.0,72.992,2.8612,0.0001,100,1.0,0.00078904,11.218,16.174,6.5089,298.0
108.6,75,100,90,0.0,59.026,23.405,0.0001,100,1.0,0.0010506,13.208,15.725,6.5016,297.99
118.2,75,100,90,0.0,54.542,20.826,0.0001,100,1.0,0.0010289,10.666,16.763,6.5065,298.01
179.4,75,100,45,0.0,21.828,106.05,13.911,150,0.9,10.2,13.355,19.711,6.4913,298.02
116.6,75,100,90,0.0,51.075,19.293,0.0001,100,1.0,0.00096854,11.495,18.245,6.4961,297.98
181.8,75,100,80,0.0,12.776,7.3633,53.508,150,0.9,38.552,13.026,10.73,6.5038,297.94
24.6,55,100,30,0.0,221.38,571.33,44.268,0,0.7,0.0029054,12.038,0.060912,6.5451,298.49
190.8,75,100,80,0.0,7.2357,71.358,9.8747,150,0.9,0.0014098,11.936,25.725,6.5235,297.99
82.0,60,100,90,0.0,74.391,76.426,0.0001,100,1.1,0.0012402,13.95,9.1555,6.5015,297.97
83.2,60,100,20,0.0,34.725,6.3224,66.406,100,1.1,0.00027707,15.882,8.0305,6.5286,298.03
89.4,60,100,90,0.0,113.24,34.826,0.0001,100,1.1,0.0011295,14.659,12.19,6.5052,297.97
53.8,60,100,65,0.0,73.701,38.586,0.0001,500,1.1,0.0020734,13.23,5.0719,6.5014,297.96
145.4,75,100,90,0.0,25.755,1.2211,0.0001,100,1.0,0.00057782,11.179,21.474,6.4986,297.88
18.6,42,100,75,0.0,55.714,346.68,0.0001,0,0.7,0.01668,11.659,0.00094697,6.5135,298.27
11.8,42,100,15,0.0,64.783,167.84,0.0001,0,0.6,1.5318,12.563,0.00096606,6.5011,298.16
22.6,55,100,150,0.0,225.0,287.23,0.0001,0,0.7,0.020732,9.0062,0.00092071,6.3928,298.15
152.8,75,100,90,0.0,91.13,5.6831,36.342,0,0.9,0.00061955,9.8138,24.782,6.4811,297.98
127.2,75,100,90,0.0,14.49,36.568,6.0852,100,1.0,21.31,15.161,9.8869,6.5004,297.93
226.0,65,100,90,0.0,44.648,49.632,7.3989,250,0.9,0.0016849,12.294,31.518,6.5009,297.95
141.2,75,100,75,0.0,9.7029,10.481,99.921,100,1.0,6.5631,12.971,15.283,6.5101,298.06
150.2,75,100,90,0.0,137.65,0.0001,0.0001,0,0.9,0.00058935,12.134,19.766,6.5409,297.88
176.0,75,100,80,0.0,69.058,9.3039,101.33,150,0.9,0.001319,10.714,27.658,6.509,298.08
202.6,65,100,80,0.0,9.4067,7.4107,81.659,250,0.9,14.419,12.626,22.548,6.4939,298.03
121.0,75,100,90,0.0,85.42,3.0051,0.0001,100,1.0,0.00086496,12.938,17.045,6.4928,297.98
213.0,65,100,75,0.0,50.612,33.688,7.2317,250,0.9,0.0016316,10.661,28.421,6.4956,297.9
220.8,65,100,60,0.0,19.774,14.932,143.26,250,0.9,35.922,12.856,12.25,6.4978,298.12
191.2,75,100,80,0.0,1.898,110.31,13.933,150,0.9,0.0013669,11.302,24.9,6.4969,298.06
210.0,65,100,80,0.0,12.251,16.895,150.03,250,0.9,59.113,14.531,7.054,6.4964,298.17
199.4,75,100,75,0.0,8.2398,83.599,11.656,150,0.9,24.852,12.134,14.059,6.49,298.0
211.4,65,100,80,0.0,11.109,29.961,6.7832,250,0.9,0.0014253,11.695,30.045,6.4634,297.89
164.2,75,100,90,0.0,48.998,26.955,0.8758,400,0.9,0.00087419,11.205,23.387,6.4987,297.88
150.4,75,100,75,0.0,36.175,31.564,6.4899,0,0.9,0.00096725,12.936,21.716,6.549,297.93
13.2,42,100,30,0.0,142.07,238.19,0.0001,0,0.7,0.013131,12.903,0.00095917,6.5099,298.03
77.6,60,100,116,0.0,128.09,145.95,0.0001,100,1.1,0.0019499,13.326,9.4485,6.4955,298.12
18.6,42,100,75,0.0,102.09,339.73,0.0001,0,0.7,0.017683,11.542,0.00093849,6.5307,298.06
37.2,55,100,47,0.0,60.722,304.8,0.22182,0,0.9,0.0025544,11.444,2.0596,6.503,298.38
213.2,65,100,105,0.0,0.0,16.36,151.97,250,0.9,40.977,14.394,17.987,6.5163,298.22
161.2,75,100,80,0.0,42.978,0.0058727,29.654,400,0.9,0.00079832,12.095,23.338,6.5104,297.85
241.6,65,100,120,0.0,9.4592,136.27,3.0811,250,0.9,76.38,14.434,6.5985,6.4931,297.8
69.4,60,100,84,0.0,54.053,8.0732,0.0001,500,1.1,0.0019691,14.381,7.5008,6.5048,298.0
139.0,75,100,90,0.0,60.506,6.0541,67.711,100,1.0,0.0007004,12.072,20.947,6.5205,298.03
177.8,75,100,80,0.0,11.088,14.773,140.41,150,0.9,10.077,12.282,20.936,6.4953,298.12
226.6,65,100,80,0.0,42.258,56.949,1.293,250,0.9,0.0017732,12.759,30.315,6.5031,297.94
107.8,75,100,90,0.0,63.457,1.1452,0.0001,100,1.0,0.00087277,12.864,14.231,6.5108,297.98
17.6,42,100,75,0.0,130.68,227.77,0.0001,0,0.7,0.02685,11.028,0.00094359,6.5017,298.09
103.2,75,100,90,0.0,96.246,17.959,0.0001,100,1.0,0.0010974,12.36,16.46,6.5063,297.98
145.0,75,100,105,0.0,51.585,13.174,3.4093,100,1.0,0.0006727,11.857,21.667,6.4983,297.91
186.4,75,100,80,0.0,6.5511,41.104,6.8003,150,0.9,54.748,12.48,7.4564,6.5032,297.9
109.8,75,100,90,0.0,64.877,0.0001,11.827,100,1.0,0.00085634,14.334,15.465,6.5122,297.96
99.2,75,100,90,0.0,94.077,41.587,0.0001,100,1.1,0.0011629,12.53,15.91,6.4975,297.97
114.8,75,100,90,0.0,54.899,24.175,0.0001,100,1.0,0.00094578,10.705,18.28,6.4955,297.98
164.8,75,100,80,0.0,42.61,56.493,1.2932,400,0.9,0.00083733,12.731,23.58,6.5042,297.94
98.2,75,100,90,0.0,77.793,97.809,0.0001,100,1.1,0.00089094,14.662,13.408,6.5039,298.02
215.2,65,100,80,0.0,47.414,45.392,7.1053,250,0.9,37.034,13.991,17.864,6.4731,297.9
233.0,65,100,80,0.0,83.123,0.71719,66.488,250,0.9,0.0012368,13.509,27.306,6.5008,297.95
174.2,75,100,80,0.0,35.099,10.92,110.41,150,0.9,0.0012319,12.056,23.566,6.5028,298.09
6.8,30,100,15,0.0,22.835,100.85,0.0001,0,0.6,2.0004,13.433,0.00098199,6.5012,298.12
123.6,75,100,90,0.0,72.989,27.982,0.0001,100,1.0,0.0011388,10.503,18.379,6.5094,297.99
204.4,65,100,80,0.0,43.127,9.4337,60.847,250,0.9,0.0013742,11.328,30.177,6.4978,297.97
31.2,55,100,37,0.0,34.433,148.35,0.0001,0,0.9,0.0024689,12.077,1.0404,6.5149,297.98
129.0,75,100,90,0.0,194.02,0.00081259,0.0001,100,1.0,0.00062407,13.353,17.615,6.4762,297.87
217.8,65,100,80,0.0,11.051,25.785,203.76,250,0.9,64.007,14.597,6.6739,6.5126,298.36
64.8,60,100,80,0.0,68.659,3.0325,0.0001,500,1.1,0.0016813,14.606,7.3659,6.4961,298.0
150.0,75,100,90,0.0,68.432,23.88,6.3763,100,1.0,0.00010708,13.528,20.785,6.4974,297.89
119.2,75,100,90,0.0,81.638,9.9619,0.0001,100,1.0,0.0009141,12.054,20.631,6.4896,298.0
217.6,65,100,80,0.0,35.355,9.6877,104.07,250,0.9,0.0012292,12.298,24.752,6.4623,298.07
85.2,60,100,90,0.0,57.846,201.58,0.0001,100,1.1,0.0010795,14.65,12.702,6.5067,298.0
127.0,75,100,90,0.0,61.944,0.0001,0.11201,100,1.0,0.00078875,11.337,20.122,6.5008,297.94
103.8,75,100,90,0.0,63.518,65.886,0.0001,100,1.0,0.0013375,12.912,16.229,6.5082,297.95
192.4,75,100,80,0.0,64.144,25.473,0.82186,150,0.9,0.0013773,10.762,29.738,6.4903,297.88
8.6,42,100,15,0.0,53.617,143.39,0.0001,0,0.6,1.6236,12.958,0.00097568,6.4935,298.15
57.0,60,100,72,0.0,79.419,32.293,0.0001,500,1.1,0.0022761,13.889,5.5938,6.5074,297.99
175.4,75,100,60,0.0,101.78,37.479,6.5936,150,0.9,0.0010579,12.459,25.347,6.484,297.89
60.0,60,100,72,0.0,68.459,12.964,0.0001,500,1.1,0.0019376,9.7576,5.9913,6.4958,297.98
114.4,75,100,90,0.0,64.154,6.3636,0.0001,100,1.0,0.0010042,12.345,16.33,6.4984,298.0
164.6,75,100,80,0.0,42.651,15.213,141.46,400,0.9,0.00069659,11.34,26.677,6.4962,298.1
133.0,75,100,90,0.0,63.874,51.439,0.0001,100,1.0,0.0013021,11.444,18.989,6.4762,298.01
12.6,42,100,30,0.0,70.092,187.63,0.0001,0,0.7,0.01241,13.397,0.00096426,6.5148,298.04
219.0,65,100,80,0.0,37.895,6.6675,49.031,250,0.9,0.00174,10.86,33.157,6.5094,297.93
51.4,60,100,61,0.0,53.941,138.78,0.002361,500,1.1,0.0024626,14.06,4.3544,6.5059,297.9
149.2,75,100,90,2.0783,2.6058,24.591,6.3827,100,1.0,0.60483,11.715,22.781,6.5469,297.89
145.8,75,100,90,0.0,8.0685,9.1478,94.167,100,1.0,35.368,14.91,9.0106,6.4869,298.06
80.8,60,100,90,0.0,61.75,124.76,10.865,100,1.1,0.0011665,13.915,10.648,6.5279,298.14
143.6,75,100,90,0.0,58.849,0.46297,46.715,100,1.0,0.00062783,11.086,23.363,6.5045,297.97
62.2,60,100,76,0.0,63.273,1.6641,0.10289,500,1.1,0.0019017,13.616,5.8489,6.5029,297.95
76.8,60,100,116,0.0,98.193,191.65,0.0001,100,1.1,0.0019495,14.228,10.148,6.4714,298.38
151.6,75,100,90,3.1127,0.0,11.38,61.408,0,0.9,17.778,12.191,12.933,6.6446,297.97
86.6,60,100,90,0.0,107.93,73.301,0.0001,100,1.1,0.0013261,14.263,10.904,6.4992,298.03
195.0,75,100,80,0.0,46.519,72.859,1.3819,150,0.9,0.0014092,12.128,26.22,6.4882,297.93
172.4,75,100,80,0.0,108.57,11.414,96.113,150,0.9,0.0013361,10.803,27.062,6.4574,298.1
130.6,75,100,90,0.0,95.953,20.277,4.2265,100,1.0,0.00063596,12.726,18.981,6.5142,297.92
220.4,65,100,80,0.0,6.933,41.651,0.94137,250,0.9,17.068,14.269,23.811,6.4931,297.93
41.2,60,100,51,0.0,82.421,171.44,0.0001,0,1.1,0.0026842,11.934,2.8836,6.4967,298.03
230.8,65,100,80,0.0,3.6929,149.3,19.347,250,0.9,0.0017534,11.963,31.521,6.5254,298.1
17.0,42,100,75,0.0,76.092,207.36,0.0013689,0,0.7,0.024549,11.988,0.0009484,6.5047,298.22
111.2,75,100,90,0.0,73.737,5.9839,0.0001,100,1.0,0.001017,11.761,15.919,6.5157,297.98
52.8,60,100,65,0.0,138.69,9.6598,40.068,500,1.1,0.0019827,12.84,5.3987,6.5004,298.08
231.8,65,100,80,0.0,40.218,11.349,114.09,250,0.9,0.0018767,11.078,34.208,6.515,298.08
27.8,55,100,30,0.0,23.686,119.08,0.013596,0,0.8,0.0024466,11.757,0.51075,6.4628,298.03
215.2,65,100,60,0.0,5.3008,14.003,116.84,250,0.9,7.442,13.948,26.138,6.513,298.14
200.0,75,100,80,0.0,4.3801,9.3093,62.394,150,0.9,22.39,13.602,19.671,6.4937,297.97
197.2,75,100,80,0.0,47.424,30.308,6.3942,150,0.9,0.0012679,12.085,28.606,6.4967,297.88
13.6,42,100,30,0.0,29.236,89.936,314.09,0,0.7,0.01185,13.573,0.00096063,6.4594,299.09
188.8,75,100,90,0.0,72.123,3.1771,0.0001,150,0.9,0.001245,11.678,28.82,6.5045,297.87
51.4,60,100,61,0.0,56.452,111.2,0.0020941,500,1.1,0.0020491,14.406,5.3606,6.5014,297.9
214.6,65,100,30,0.0,13.783,28.016,106.66,250,0.9,4.134,13.042,24.567,6.4951,298.11
49.8,60,100,61,0.0,67.846,369.52,0.0001,0,1.1,0.0020024,11.938,4.7226,6.494,298.07
4.8,30,100,15,0.0,31.433,24.834,0.0001,0,0.6,1.8342,14.149,0.00098781,6.4969,298.03
176.8,75,100,80,0.0,57.567,76.212,11.165,150,0.9,0.0013376,11.643,26.106,6.4963,297.96
89.6,60,100,90,0.0,54.436,28.617,0.0001,100,1.1,0.00091471,13.341,12.762,6.4882,297.99
7.6,30,100,15,0.0,16.701,51.031,0.0001,0,0.6,2.8408,13.926,0.0009791,6.5026,298.07
37.2,55,100,47,0.0,39.641,159.86,0.0001,0,0.9,0.0025542,11.985,1.8917,6.5054,297.96
211.4,65,100,80,0.0,15.709,54.119,8.6628,250,0.9,0.0018245,12.057,27.892,6.4639,297.96
34.2,55,100,43,0.0,62.378,115.45,0.0001,0,0.9,0.0029083,11.559,1.3296,6.5177,297.98
4.2,30,100,15,0.0,16.541,17.423,0.0001,0,0.6,1.8222,14.185,0.00098952,6.5162,297.99
39.8,55,100,47,0.0,64.212,184.41,0.0001,0,0.9,0.0021537,11.775,2.252,6.5091,298.02
51.2,60,100,61,0.0,69.285,144.11,0.022186,500,1.1,0.0024629,13.688,4.9992,6.4989,297.95
181.2,75,100,80,0.0,103.8,6.1475,78.144,150,0.9,0.0011729,10.957,28.405,6.5176,298.0
12.4,42,100,30,0.0,66.452,259.91,0.0001,0,0.6,0.75084,11.519,0.00096567,6.4928,298.25
24.6,55,100,30,0.0,225.0,489.27,0.052012,0,0.7,0.0028466,12.181,0.070577,6.4835,298.14
149.0,75,100,90,0.0,49.922,39.947,0.93493,100,1.0,0.0006683,9.7306,24.301,6.4989,297.95
175.2,75,100,80,0.0,78.011,48.015,1.1434,150,0.9,0.0012062,9.6311,27.086,6.5146,297.91
7.6,30,100,15,0.0,40.391,76.082,0.0001,0,0.6,1.6631,12.917,0.00098167,6.5142,298.07
124.2,75,100,90,0.0,69.13,3.7989,0.0012476,100,1.0,0.00082152,10.096,21.439,6.5112,297.98
61.0,60,100,76,0.0,69.06,22.108,0.0001,500,1.1,0.0019838,14.261,6.3971,6.5024,297.99
