Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K)
6.2,30,100,15,0.0,19.528,56.507,0.0001,0,0.6,2.3254,13.783,0.00098411,6.521,298.08
131.0,75,100,90,0.0,0.0,16.736,0.35706,100,1.0,0.0006595,10.94,21.033,6.4945,297.97
200.6,65,100,80,0.0,84.289,75.24,11.606,250,0.9,0.0013271,11.893,27.065,6.5093,298.02
114.0,75,100,90,0.0,95.587,0.0001,10.85,100,1.0,0.00083386,13.143,17.123,6.5064,297.96
75.8,60,100,90,0.0,81.108,89.484,0.0001,100,1.1,0.0016365,13.534,10.147,6.5051,298.21
163.8,75,100,60,0.0,20.335,14.119,64.323,400,0.9,6.7211,14.629,20.644,6.5047,298.03
113.2,75,100,90,0.0,69.279,19.495,0.0001,100,1.0,0.0010488,12.339,15.158,6.4951,298.02
33.0,55,100,43,0.0,47.719,121.11,0.0001,0,0.9,0.0027832,12.179,1.1476,6.5099,298.03
131.4,75,100,90,0.0,29.789,89.645,0.0001,100,1.0,0.0012012,10.82,20.622,6.4693,298.02
174.0,75,100,80,0.0,53.82,53.453,7.8819,150,0.9,0.0012531,11.666,25.679,6.5029,297.91
200.2,65,100,80,0.0,41.157,12.826,60.688,250,0.9,0.0013077,11.285,29.875,6.4924,298.03
132.0,75,100,90,0.0,61.05,0.0001,13.491,100,1.0,0.00095033,12.156,20.149,6.496,297.96
46.6,60,100,57,0.0,35.896,132.3,0.0001,0,1.1,0.0021852,13.45,3.6871,6.5029,297.99
7.4,30,100,15,0.0,29.321,91.299,0.0001,0,0.6,1.9749,13.281,0.00098021,6.4817,298.1
92.4,75,100,90,0.0,75.012,186.03,0.0001,100,1.1,0.0012001,14.145,13.932,6.4957,297.99
177.8,75,100,80,0.0,47.409,33.839,7.2355,150,0.9,0.0010895,11.402,24.078,6.5074,297.86
50.0,60,100,61,0.0,59.608,158.65,0.0001,0,1.1,0.0025759,12.262,4.7544,6.5034,297.98
138.8,75,100,90,0.0,74.735,22.282,4.2182,100,1.0,0.000661,12.798,19.731,6.5166,297.92
141.0,75,100,90,0.0,50.974,6.075,0.31038,100,1.0,0.00085861,9.1144,23.015,6.4914,297.93
12.2,42,100,30,0.0,31.887,157.06,0.0001,0,0.6,2.7269,12.482,0.00096771,6.5004,298.18
214.2,65,100,80,0.0,18.008,15.349,77.031,250,0.9,0.0017073,11.649,31.147,6.4676,298.01
142.6,75,100,75,0.0,112.73,4.9602,41.151,100,1.0,0.00064603,13.116,23.558,6.4935,297.93
223.4,65,100,60,0.0,16.222,39.114,7.6256,250,0.9,37.178,12.963,12.044,6.5142,297.89
169.0,75,100,90,0.0,15.448,4.3673,0.0001,400,0.9,3.1328,14.285,23.598,6.4876,297.87
167.6,75,100,80,0.0,40.593,18.312,87.737,400,0.9,0.00091508,12.586,24.215,6.5061,297.98
169.8,75,100,80,0.0,135.64,0.18543,0.0001,400,0.9,0.0012019,13.252,23.346,6.5434,297.85
230.2,65,100,80,0.0,110.66,30.896,6.3115,250,0.9,0.0013179,12.925,24.626,6.5219,297.87
93.4,75,100,90,0.0,50.639,33.239,0.0001,100,1.1,0.0010042,14.709,12.799,6.4955,297.98
29.6,55,100,37,0.0,47.787,451.04,30.002,0,0.8,0.0027995,11.678,0.771,6.5353,298.91
128.0,75,100,90,0.0,82.128,2.9541,40.505,100,1.0,0.00060751,11.866,19.431,6.509,297.98
69.0,60,100,84,0.0,93.937,15.439,0.0001,500,1.1,0.0017694,14.385,7.505,6.4989,298.0
226.8,65,100,80,0.0,10.077,9.2014,62.251,250,0.9,42.636,13.63,14.999,6.5035,297.95
22.8,55,100,150,0.0,225.0,477.61,0.0001,0,0.7,0.03043,9.4844,0.00091531,6.4104,298.15
220.6,65,100,45,0.0,13.232,48.291,153.77,250,0.9,38.95,12.516,14.907,6.5079,298.17
228.8,65,100,80,0.0,49.82,14.113,113.49,250,0.9,0.00099965,13.366,27.255,6.5097,298.11
218.6,65,100,80,0.0,2.4832,60.578,1.1157,250,0.9,26.744,13.053,17.728,6.4996,297.95
45.2,60,100,57,0.0,120.89,119.97,0.0001,0,1.1,0.0022844,13.449,3.4702,6.4824,298.04
218.8,65,100,105,0.0,2.2663,29.071,256.29,250,0.9,34.647,12.52,19.971,6.4914,298.28
72.0,60,100,84,0.0,137.77,31.326,0.0001,500,1.1,0.0019361,14.263,8.6445,6.4974,297.98
54.2,60,100,65,0.0,68.24,51.76,0.0001,500,1.1,0.0023839,13.81,5.6174,6.5058,297.96
93.8,75,100,90,0.0,66.108,181.9,0.0001,100,1.1,0.0011235,14.266,14.353,6.4913,298.12
212.8,65,100,90,5.7147,0.0,27.291,0.89702,250,0.9,8.0763,12.804,28.086,6.5871,297.86
200.6,65,100,80,0.0,3.2251,12.332,65.172,250,0.9,13.397,12.545,22.859,6.4932,298.01
40.4,60,100,51,0.0,43.133,342.41,0.0001,0,1.1,0.0026035,13.506,2.302,6.4969,298.2
123.4,75,100,90,0.0,53.184,0.37458,0.0001,100,1.0,0.00094785,12.106,18.984,6.5024,297.97
83.4,60,100,90,0.0,57.269,171.2,0.0001,100,1.1,0.0014011,12.432,10.049,6.502,298.04
184.6,75,100,80,0.0,32.984,2.2598,0.0001,150,0.9,0.001229,11.621,26.497,6.4942,297.88
21.8,55,100,150,0.0,225.0,492.32,0.0001,0,0.7,0.03817,8.2359,0.00092099,6.371,298.43
191.2,75,100,80,0.0,54.073,33.576,5.7099,150,0.9,0.0015049,11.603,26.299,6.5368,297.94
209.6,65,100,75,0.0,10.346,17.747,90.542,250,0.9,37.693,9.2443,14.634,6.4993,297.96
199.0,75,100,80,0.0,34.222,11.477,99.604,150,0.9,0.0014222,11.405,30.047,6.5008,298.1
195.2,75,100,80,0.0,12.624,100.73,12.34,150,0.9,37.793,13.035,12.924,6.5193,298.02
55.0,60,100,65,0.0,53.684,184.63,0.01609,500,1.1,0.0021753,13.922,5.4457,6.5043,298.18
90.2,75,100,90,0.0,93.079,47.161,0.0001,100,1.1,0.0011158,14.427,13.021,6.5118,298.0
280.6,60,100,80,0.0,35.551,56.656,1.2827,100,0.9,0.0020112,9.3257,36.114,6.5087,297.9
78.4,60,100,116,0.0,138.02,221.38,0.0001,100,1.1,0.0021998,13.929,11.661,6.5012,298.16
217.6,65,100,80,0.0,60.508,75.878,11.27,250,0.9,0.0014228,12.003,31.4,6.4942,297.96
126.4,75,100,90,0.0,97.793,1.0237,0.0001,100,1.0,0.00060703,12.851,17.858,6.5,297.9
127.4,75,100,90,0.0,63.128,1.5209,24.608,100,1.0,0.00069752,11.65,17.742,6.4953,297.99
191.4,75,100,105,0.0,0.0,10.84,85.608,150,0.9,0.0018077,12.775,28.316,6.4794,298.09
149.0,75,100,90,0.0,46.944,10.851,0.0001,100,1.0,0.0010094,10.688,20.955,6.4915,297.99
190.6,75,100,90,0.0,0.0,107.85,15.404,150,0.9,9.024,11.351,24.111,6.5545,297.92
105.4,75,100,90,0.0,69.312,0.0001,0.0001,100,1.0,0.00095334,14.388,14.685,6.5115,297.99
145.0,75,100,105,0.0,63.277,1.1554,20.214,100,1.0,0.0010505,11.411,22.811,6.5039,297.95
201.0,65,100,105,0.0,2.7609,144.45,18.61,250,0.9,18.429,11.806,22.698,6.4958,297.97
27.4,55,100,30,0.51978,40.133,314.14,2.1855,0,0.8,0.002984,12.254,0.28072,6.5294,298.47
216.8,65,100,105,0.0,104.15,9.4193,89.527,250,0.9,0.0014694,11.46,34.743,6.5251,298.03
187.8,75,100,80,0.0,48.165,2.8729,0.0001,150,0.9,0.0011626,10.854,25.482,6.4944,297.86
167.0,75,100,80,0.0,59.435,107.88,14.825,400,0.9,0.00086604,12.592,23.711,6.4965,298.07
39.2,55,100,47,0.0,48.176,161.28,0.0001,0,0.9,0.0027585,9.6478,1.971,6.5054,298.03
224.0,65,100,80,0.0,55.74,2.7142,0.0001,250,0.9,0.0013462,12.73,29.877,6.5111,297.85
78.6,60,100,116,0.0,190.01,2.0,0.0001,100,1.1,0.0020658,14.864,10.647,6.496,300.24
110.0,75,100,90,0.0,87.069,0.0001,0.0001,100,1.0,0.00080058,12.234,16.331,6.5218,297.97
195.2,75,100,90,0.0,81.201,8.821,45.78,150,0.9,0.0018811,10.037,27.252,6.4931,298.01
56.4,60,100,72,0.0,175.56,29.691,0.0001,500,1.1,0.0024582,13.844,5.6643,6.5004,298.0
76.0,60,100,90,0.0,126.48,108.09,0.0001,100,1.1,0.0019772,15.152,10.075,6.499,298.17
217.4,65,100,80,0.0,52.812,68.521,9.4449,250,0.9,0.0014874,11.388,32.018,6.5301,297.91
146.0,75,100,90,0.0,4.9008,61.003,1.2784,100,1.0,14.359,13.397,13.26,6.4934,297.94
3.6,30,100,15,0.0,24.93,4.683,22.42,0,0.6,1.6652,14.207,0.00099133,6.4948,298.04
43.2,60,100,51,0.0,87.407,246.64,0.00026205,0,1.1,0.0024781,13.04,3.0674,6.4979,298.06
72.6,60,100,90,0.0,68.446,6.8886,0.0001,500,1.1,0.0015325,15.079,8.9642,6.5037,297.99
52.8,60,100,65,0.0,179.83,58.751,0.00077487,500,1.1,0.0022069,13.495,5.1296,6.4818,297.98
7.8,30,100,15,0.0,30.264,119.33,0.0001,0,0.6,1.8058,13.086,0.00097817,6.4904,298.14
88.0,60,100,90,0.0,33.073,28.865,0.0001,100,1.1,0.0011051,14.283,11.75,6.5044,297.99
18.6,42,100,75,0.0,52.996,252.85,0.0001,0,0.7,0.020117,9.997,0.00093826,6.4949,298.03
47.2,60,100,57,0.0,54.236,131.99,0.0001,0,1.1,0.0022322,12.213,3.6761,6.502,298.01
71.6,60,100,84,0.0,82.709,2.6724,0.0001,500,1.1,0.0017198,15.636,7.447,6.498,297.99
160.0,75,100,90,0.0,8.4571,6.3724,46.1,0,0.9,31.282,13.388,9.759,6.4909,297.92
221.6,65,100,80,0.0,123.5,18.246,142.71,250,0.9,0.0013923,12.658,30.113,6.4679,298.17
204.8,65,100,80,0.0,121.29,31.363,6.1849,250,0.9,0.0012082,12.238,27.179,6.4775,297.91
62.6,60,100,76,0.0,80.404,23.538,0.0001,500,1.1,0.0018713,14.03,6.6969,6.5068,298.01
39.4,55,100,47,0.0,38.198,155.48,0.0001,0,0.9,0.0024319,11.719,2.3091,6.4987,297.99
94.2,75,100,90,0.0,28.958,82.622,0.0001,100,1.1,0.0013721,14.978,10.546,6.4965,298.05
74.8,60,100,90,0.0,84.738,6.444,0.0001,500,1.1,0.0017538,14.515,10.002,6.4995,298.0
173.2,75,100,80,0.0,72.692,9.8689,56.263,150,0.9,0.0012707,12.619,24.921,6.5197,297.98
213.6,65,100,20,0.0,0.0,39.142,291.32,250,0.9,86.169,14.13,4.2812,6.5133,298.68
180.2,75,100,80,0.0,42.031,33.671,0.9535,150,0.9,0.0012737,12.161,24.413,6.5045,297.87
52.6,60,100,65,0.0,82.188,102.0,7.4151,500,1.1,0.0020496,13.747,5.6085,6.4961,298.13
146.4,75,100,90,0.0,75.963,6.9919,70.416,100,1.0,0.00072321,12.181,22.631,6.5057,298.03
65.4,60,100,80,0.0,109.72,59.743,0.0001,500,1.1,0.0018284,14.537,7.8061,6.4958,298.02
33.6,55,100,43,0.0,62.913,538.76,0.0001,0,0.9,0.0028252,12.695,1.191,6.5079,298.2
203.4,65,100,80,0.0,8.5174,39.063,296.62,250,0.9,6.7588,11.423,26.483,6.4929,298.51
30.8,55,100,37,0.0,66.061,178.49,0.0001,0,0.9,0.0032098,11.529,0.68415,6.5037,298.04
197.8,75,100,75,0.0,8.7816,1.9271,0.0001,150,0.9,18.585,12.992,21.378,6.5105,297.87
92.0,75,100,20,0.0,75.985,13.192,110.0,100,1.1,0.0014463,15.529,8.4176,6.5406,298.12
57.2,60,100,72,0.0,117.7,43.789,0.0001,500,1.1,0.0026848,13.902,3.8217,6.4975,298.02
104.0,75,100,90,0.0,33.188,6.5137,0.0001,100,1.0,0.00089995,12.712,12.701,6.5178,297.98
197.6,75,100,60,0.0,4.5688,144.82,17.141,150,0.9,30.005,11.567,17.32,6.4882,298.04
117.2,75,100,90,0.0,71.976,12.191,0.0001,100,1.0,0.00080478,10.497,20.12,6.4978,298.0
118.8,75,100,90,0.0,47.521,7.4716,0.0001,100,1.0,0.00093497,11.75,17.917,6.4968,298.0
54.4,60,100,65,0.0,42.987,23.324,0.0001,500,1.1,0.0020419,14.458,5.3925,6.5013,297.98
136.4,75,100,90,0.0,96.62,18.575,3.928,100,1.0,0.00066369,12.862,19.428,6.4999,297.91
74.4,60,100,90,0.0,65.044,39.173,0.0001,500,1.1,0.0016475,15.07,7.8157,6.5049,298.0
1.8,30,100,8,0.0,22.099,68.558,0.81507,0,0.6,1.2878,14.417,0.00099612,6.4902,297.98
147.2,75,100,90,0.0,41.358,16.513,0.49726,100,1.0,0.0007451,10.725,26.742,6.5029,297.93
39.4,55,100,47,0.0,59.24,237.38,0.18999,0,0.9,0.0019363,12.301,2.2794,6.4958,298.23
65.8,60,100,80,0.0,164.37,80.62,0.0001,500,1.1,0.0025028,15.074,7.7794,6.4979,298.01
171.0,75,100,80,0.0,21.244,6.8941,54.24,150,0.9,0.0022102,10.793,28.096,6.5019,298.05
7.0,30,100,15,0.0,22.788,46.718,0.0001,0,0.6,2.3728,13.859,0.00098161,6.5094,298.06
130.8,75,100,90,0.0,23.125,13.08,2.4854,100,1.0,0.00071097,11.88,19.814,6.5372,297.95
180.8,75,100,80,0.0,4.7601,82.285,10.691,150,0.9,37.842,12.984,10.79,6.5082,298.03
30.2,55,100,37,0.0,44.221,273.0,0.019215,0,0.9,0.0026619,13.476,0.83938,6.4844,298.32
219.6,65,100,80,0.0,15.04,45.713,7.6762,250,0.9,55.334,13.671,10.94,6.5008,297.91
38.4,55,100,47,0.0,44.92,220.84,0.0001,0,0.9,0.0025929,11.053,1.6703,6.4947,298.13
202.6,65,100,80,0.0,39.048,10.099,101.97,250,0.9,0.0014706,11.465,27.867,6.5006,298.06
121.4,75,100,105,0.0,92.84,31.059,0.0001,100,1.0,0.0011812,11.929,16.595,6.5017,298.04
165.0,75,100,80,0.0,44.973,13.133,67.495,400,0.9,0.00084399,12.638,27.152,6.5066,298.0
1.8,30,100,8,0.0,7.1826,15.578,0.30381,0,0.6,1.5248,14.489,0.00099586,6.4799,297.93
30.0,55,100,37,0.0,46.615,86.446,0.0001,0,0.8,0.0027661,11.955,0.77042,6.4789,297.99
70.6,60,100,84,0.0,225.0,0.0001,0.00016403,500,1.1,0.0024171,15.733,8.0124,5.5207,297.95
7.6,30,100,15,0.0,36.388,56.375,0.0001,0,0.6,2.4824,13.293,0.00098019,6.5027,298.05
173.8,75,100,60,0.0,25.819,130.41,16.239,150,0.9,0.00079697,12.93,27.096,6.4966,298.1
66.6,60,100,80,0.0,82.174,34.272,0.0001,500,1.1,0.001914,15.154,7.9814,6.5025,297.98
92.4,75,100,90,0.51843,101.29,106.55,10.856,100,1.1,0.00090524,13.301,12.07,6.5715,298.1
11.2,42,100,15,0.0,50.284,285.2,0.0001,0,0.6,1.4577,12.518,0.00096884,6.5001,298.2
192.0,75,100,45,3.6297,0.0,26.776,0.64371,150,0.9,18.593,14.059,17.471,6.6806,297.9
174.0,75,100,105,0.0,56.214,2.4809,0.0001,150,0.9,0.0013145,12.533,24.909,6.5123,297.86
179.2,75,100,80,0.0,55.73,60.361,8.7448,150,0.9,0.0013301,11.597,26.455,6.5006,297.89
227.2,65,100,80,0.0,17.994,132.31,17.436,250,0.9,42.493,12.888,13.619,6.4982,298.0
122.0,75,100,90,0.0,54.671,1.0159,0.11205,100,1.0,0.00081042,12.815,18.18,6.5041,297.95
250.6,60,100,80,0.5187,1.9782,18.215,84.607,0,0.9,56.733,13.363,12.69,6.5768,298.05
136.2,75,100,90,0.0,40.768,30.0,4.5333,100,1.0,0.00081655,11.893,22.325,6.5031,297.98
110.4,75,100,90,0.0,88.853,74.158,0.0001,100,1.0,0.0011999,12.255,17.429,6.5195,298.05
184.8,75,100,80,0.0,146.33,39.534,7.8027,150,0.9,0.0013403,11.988,25.768,6.4797,297.93
175.2,75,100,80,0.0,70.093,7.4601,89.607,150,0.9,0.0012382,12.224,23.691,6.5179,298.02
74.2,60,100,90,0.0,114.33,8.1412,0.2308,500,1.1,0.0015994,15.708,8.9833,6.5077,297.96
155.4,75,100,90,0.0,41.214,16.058,0.48466,0,0.9,0.00067433,10.653,23.124,6.5079,297.92
175.8,75,100,80,0.0,3.1044,9.834,95.586,150,0.9,4.0688,11.937,22.715,6.489,298.08
6.8,30,100,15,0.0,17.004,69.987,0.0001,0,0.6,2.3636,13.654,0.00098256,6.4774,298.09
134.0,75,100,90,0.0,58.99,1.8941,27.494,100,1.0,0.0010175,10.881,20.787,6.5136,298.0
221.2,65,100,80,0.0,48.297,10.909,63.446,250,0.9,0.0015556,12.148,30.231,6.5089,297.98
212.2,65,100,80,0.0,58.733,31.803,6.8004,250,0.9,0.0015899,10.435,30.948,6.4613,297.88
162.6,75,100,80,0.0,58.53,9.3443,56.905,400,0.9,0.00072022,11.857,24.222,6.509,297.93
188.8,75,100,75,0.0,5.0585,45.855,8.1243,150,0.9,12.263,12.935,22.423,6.5027,297.95
1.8,30,100,8,0.0,19.323,46.701,3.7692,0,0.6,1.4567,14.537,0.00099585,6.525,297.99
70.0,60,100,84,0.0,120.76,1.6331,26.376,500,1.1,0.0015181,15.445,7.7301,6.5116,298.0
33.8,55,100,43,0.0,52.835,254.39,0.0001,0,0.9,0.0024015,12.47,1.5479,6.509,298.16
146.8,75,100,75,0.0,50.875,22.459,5.6676,100,1.0,0.00048624,13.016,22.089,6.4913,297.89
199.0,75,100,60,0.0,5.2049,16.733,137.33,150,0.9,9.3053,13.378,23.303,6.4923,298.17
98.6,75,100,90,0.0,107.11,10.164,0.0001,100,1.1,0.0006646,13.275,11.433,6.5402,297.96
198.6,75,100,90,0.0,46.233,37.221,5.9566,150,0.9,0.0017949,11.311,30.164,6.5045,297.9
125.6,75,100,90,0.0,225.0,0.039088,67.788,100,1.0,0.00060561,13.168,18.501,6.1137,297.94
35.8,55,100,43,0.0,62.5,201.96,0.0001,0,0.9,0.002353,12.301,1.5863,6.5204,298.01
96.0,75,100,90,0.0,63.68,9.8901,0.0001,100,1.1,0.00095827,13.444,13.098,6.5117,298.0
146.0,75,100,90,0.0,55.101,21.445,0.0001,100,1.0,0.0012058,11.042,21.375,6.5037,298.01
64.0,60,100,76,0.0,64.146,13.038,0.0001,500,1.1,0.0017238,14.09,6.1549,6.511,297.99
44.6,60,100,57,0.0,79.269,112.98,0.0001,0,1.1,0.0025332,11.951,3.3098,6.4949,298.04
152.4,75,100,90,5.1899,0.011758,43.311,6.7944,0,0.9,26.715,13.522,10.03,6.6511,297.88
71.8,60,100,84,0.0,109.78,0.1202,0.023425,500,1.1,0.0015486,15.552,8.0346,6.4921,297.94
209.0,65,100,105,0.0,12.717,3.8515,0.0001,250,0.9,25.911,12.214,21.442,6.504,297.83
162.2,75,100,80,0.0,95.142,3.0636,0.0001,400,0.9,0.00088687,12.981,21.713,6.4876,297.87
29.2,55,100,37,0.0,31.282,137.87,0.0010831,0,0.8,0.0029803,12.262,0.66509,6.5155,298.11
181.4,75,100,90,0.0,2.6141,179.84,22.475,150,0.9,35.818,13.098,9.9851,6.498,297.87
115.6,75,100,90,0.0,82.388,0.0001,0.015254,100,1.0,0.00094096,13.417,16.777,6.5059,297.95
169.0,75,100,105,0.0,8.0135,33.24,7.6344,400,0.9,15.991,13.472,18.191,6.5082,297.88
93.2,75,100,90,0.0,64.708,50.609,0.0001,100,1.1,0.00096779,14.876,12.738,6.4999,298.02
10.2,42,100,15,0.0,29.951,106.58,0.0001,0,0.6,1.4747,12.177,0.00097289,6.4804,298.1
222.0,65,100,135,0.0,71.127,66.47,10.297,250,0.9,0.0028526,13.008,30.046,6.5023,298.02
199.8,75,100,80,0.0,46.994,10.283,60.419,150,0.9,0.00097634,12.309,26.48,6.5158,297.91
27.6,55,100,30,0.0,43.984,138.43,1.0495,0,0.8,0.002468,12.659,0.46105,6.5237,298.13
203.4,65,100,80,0.0,37.911,43.748,1.0503,250,0.9,0.0014689,11.553,30.4,6.5038,297.9
161.8,75,100,80,0.0,80.229,34.04,1.1131,400,0.9,0.00086049,12.933,21.684,6.4825,297.91
109.4,75,100,90,0.0,64.659,27.375,3.9025,100,1.0,0.00081641,13.39,17.34,6.4878,297.96
138.0,75,100,90,0.0,83.811,34.586,5.3174,100,1.0,0.00085387,12.882,21.002,6.5082,297.98
52.8,60,100,65,0.0,72.21,124.14,8.7372,500,1.1,0.0025461,13.628,5.3305,6.4979,298.18
209.8,65,100,80,0.0,41.207,0.0001,0.0001,250,0.9,0.00094085,13.157,26.18,6.4941,297.86
217.6,65,100,80,0.0,0.8541,15.624,77.872,250,0.9,35.94,13.354,16.45,6.4911,297.99
113.8,75,100,90,0.0,8.961,37.263,1.0459,100,1.0,11.34,15.342,10.555,6.5069,297.88
97.0,75,100,90,0.0,53.772,97.737,0.0001,100,1.1,0.0009546,13.945,14.733,6.5033,298.01
178.4,75,100,80,0.0,73.353,28.766,0.90771,150,0.9,0.0017705,12.497,27.195,6.5123,297.89
146.6,75,100,90,0.0,39.021,7.4046,70.85,100,1.0,0.00060992,11.928,21.309,6.5012,298.03
48.6,60,100,61,0.0,63.915,130.83,0.0001,0,1.1,0.0026495,11.327,4.0953,6.4961,298.02
101.4,75,100,90,0.0,14.916,4.2966,0.0001,100,1.0,0.0008766,13.455,15.877,6.4635,297.99
133.8,75,100,90,0.0,40.605,11.984,2.3162,100,1.0,0.00081889,13.638,19.295,6.5303,297.95
20.2,55,100,150,0.0,67.395,190.44,0.0001,0,0.7,0.041136,9.8789,0.00093727,6.4865,298.09
183.4,75,100,80,0.0,3.3147,16.22,124.34,150,0.9,42.855,14.369,8.2959,6.5058,298.18
164.4,75,100,80,0.0,90.19,18.146,78.583,400,0.9,0.00070841,11.778,26.236,6.4917,298.03
137.0,75,100,90,0.0,47.395,5.7194,0.052325,100,1.0,0.00094992,11.591,20.289,6.4986,297.92
179.4,75,100,80,0.0,49.857,40.005,1.0311,150,0.9,0.0010574,11.397,26.36,6.4908,297.92
10.6,42,100,15,0.0,72.64,179.34,0.0001,0,0.6,1.2917,12.201,0.00097034,6.4844,298.19
175.2,75,100,80,0.0,56.545,15.068,124.2,150,0.9,0.0010896,10.493,27.651,6.5151,298.13
248.8,65,100,120,0.0,7.119,28.382,115.95,250,0.9,73.342,15.144,13.86,6.4978,298.01
82.8,60,100,90,0.0,120.35,111.08,0.010782,100,1.1,0.0012337,14.65,10.391,6.5123,298.1
21.8,55,100,150,0.0,225.0,298.71,0.0001,0,0.7,0.022921,8.9125,0.00092548,6.4269,298.12
26.0,55,100,30,0.0,15.138,60.597,194.32,0,0.8,0.0027671,12.638,0.21118,6.4543,298.64
18.4,42,100,75,0.0,51.115,319.62,0.0001,0,0.7,0.020031,11.735,0.00094343,6.5054,298.02
116.2,75,100,90,0.0,49.687,21.677,0.0001,100,1.0,0.00096987,11.514,18.163,6.501,297.98
180.6,75,100,105,0.0,52.692,38.789,6.368,150,0.9,0.0014558,13.054,26.824,6.5011,297.94
68.8,60,100,84,0.0,82.787,26.023,0.0001,500,1.1,0.0019212,14.779,8.3134,6.4988,298.0
204.8,65,100,90,0.0,3.5213,274.9,30.636,250,0.9,51.909,13.267,8.6693,6.5046,298.15
114.4,75,100,90,0.0,55.075,32.339,0.0001,100,1.0,0.0011492,12.507,15.54,6.4987,298.01
78.4,60,100,116,0.0,67.001,112.22,0.0001,100,1.1,0.0016623,13.957,9.8054,6.4907,298.05
15.6,42,100,30,0.0,12.197,87.808,0.0001,0,0.7,0.0086378,13.292,0.00095735,6.4898,298.01
94.4,75,100,90,0.0,48.794,25.846,0.0001,100,1.1,0.0011911,14.12,13.224,6.5012,298.0
145.2,75,100,90,0.0,57.123,22.83,5.5263,100,1.0,0.000589,9.7388,22.411,6.503,297.89
122.0,75,100,105,0.0,65.75,45.981,0.0001,100,1.0,0.001391,10.005,17.589,6.5046,298.02
52.8,60,100,65,0.0,49.429,99.251,0.90906,500,1.1,0.0018486,13.251,5.2026,6.494,298.06
94.2,75,100,90,0.0,50.36,32.977,0.0001,100,1.1,0.00099789,12.519,12.267,6.4996,297.96
139.0,75,100,90,0.0,53.635,5.9722,43.208,100,1.0,0.00054018,11.769,19.482,6.4974,297.95
209.2,65,100,45,0.0,8.8916,13.272,74.249,250,0.9,34.389,12.035,16.092,6.5071,297.97
35.8,55,100,43,0.0,42.168,243.3,0.0001,0,0.9,0.0027377,11.862,1.4869,6.4987,298.0
46.6,60,100,57,0.0,93.572,149.18,0.0001,0,1.1,0.0025073,11.018,3.9744,6.5202,298.01
201.2,65,100,105,0.0,3.0567,24.454,104.9,250,0.9,29.256,14.037,19.605,6.5057,298.04
18.8,42,100,75,0.0,73.611,440.85,0.0001,0,0.7,0.019701,11.466,0.00093915,6.5368,298.1
165.4,75,100,60,0.0,45.273,8.1122,57.209,400,0.9,0.00067545,12.997,24.502,6.5141,297.93
165.2,75,100,90,0.0,13.936,76.69,11.077,400,0.9,19.807,13.28,13.514,6.4935,297.99
33.6,55,100,43,0.0,36.274,91.681,0.0001,0,0.9,0.0028543,12.206,1.2969,6.4872,298.01
97.6,75,100,90,0.0,43.318,19.924,0.0001,100,1.1,0.00084432,13.763,12.944,6.5058,297.97
147.4,75,100,90,0.0,44.821,46.989,7.9882,100,1.0,0.00053381,12.146,21.915,6.4973,297.94
87.4,60,100,90,0.0,39.531,42.614,0.0001,100,1.1,0.0010812,13.065,11.303,6.5076,297.99
42.6,60,100,51,0.0,62.306,140.34,0.0001,0,1.1,0.0027454,12.436,2.7467,6.5129,298.05
196.4,75,100,80,0.0,14.521,78.153,9.6781,150,0.9,22.026,12.655,18.928,6.507,297.97
178.2,75,100,80,0.0,120.59,20.698,161.71,150,0.9,0.0011359,11.666,22.9,6.5037,298.24
121.8,75,100,90,0.0,45.715,0.0001,10.509,100,1.0,0.0009361,13.259,17.177,6.5098,297.96
99.4,75,100,90,0.0,95.578,39.471,0.0001,100,1.1,0.0011462,12.536,15.956,6.502,297.97
24.2,55,100,30,0.0,225.0,513.44,0.0001,0,0.7,0.0030396,12.348,0.017426,6.4512,297.89
203.4,65,100,105,0.0,73.196,46.63,7.631,250,0.9,0.0011043,12.057,33.237,6.4924,297.93
21.0,55,100,150,0.0,141.21,406.06,0.0001,0,0.7,0.047569,10.166,0.0009308,6.4229,298.4
100.4,75,100,90,0.0,41.278,36.979,0.0001,100,1.0,0.00095416,12.572,13.433,6.5225,298.03
63.0,60,100,76,0.0,79.392,12.914,0.0001,500,1.1,0.0017271,13.948,7.0103,6.5091,297.97
207.2,65,100,80,0.0,71.607,2.7795,0.0001,250,0.9,0.0014014,12.787,26.143,6.5058,297.87
160.2,75,100,80,0.0,12.123,38.815,6.3452,400,0.9,24.512,13.434,12.522,6.502,297.86
5.0,30,100,15,0.0,17.737,19.336,0.0001,0,0.6,2.111,14.244,0.00098731,6.5167,298.01
87.4,60,100,90,0.0,79.005,24.0,0.0001,100,1.1,0.0010397,15.495,11.303,6.513,297.97
225.4,65,100,80,0.0,28.208,21.285,182.88,250,0.9,94.068,14.656,3.9128,6.4894,298.29
226.2,65,100,80,0.0,40.961,16.351,129.3,250,0.9,0.0017478,12.745,30.305,6.4987,298.17
