Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K)
0.6,30,100,8,0.0,4.9905,0.0001,0.0001,0,0.6,1.0558,14.729,0.00099905,6.4804,297.86
72.2,60,100,90,0.0,83.469,11.685,0.0001,500,1.1,0.0018591,14.708,8.1771,6.5009,297.99
105.4,75,100,90,0.0,116.22,25.864,0.0001,100,1.0,0.001191,13.498,16.371,6.4838,298.01
221.8,65,100,80,0.0,1.0577,10.114,60.878,250,0.9,38.27,14.228,16.954,6.5018,297.94
121.2,75,100,90,0.0,48.289,0.0001,11.368,100,1.0,0.00095749,13.277,17.083,6.4989,297.96
218.8,65,100,80,0.0,2.77,112.04,14.14,250,0.9,36.331,14.136,17.307,6.491,298.02
100.4,75,100,90,0.0,41.795,20.256,0.0001,100,1.0,0.00098246,13.489,14.144,6.555,297.98
145.8,75,100,75,0.0,45.31,95.687,13.273,100,1.0,0.00049257,6.5814,19.887,6.493,298.03
54.8,60,100,65,0.0,65.834,42.877,0.0001,500,1.1,0.0023317,13.83,5.7427,6.4985,297.95
50.6,60,100,61,0.0,84.794,224.05,18.154,500,1.1,0.0023319,12.901,4.5296,6.4984,298.21
196.0,75,100,80,0.0,66.178,23.044,0.61892,150,0.9,0.0015481,12.54,25.13,6.5016,297.91
98.4,75,100,90,0.0,54.47,20.441,0.0001,100,1.1,0.00089701,14.582,13.169,6.4836,298.02
154.6,75,100,105,0.0,47.121,11.489,0.28607,0,0.9,0.00096084,10.263,23.145,6.4879,297.96
74.2,60,100,90,0.0,75.86,18.826,0.0001,500,1.1,0.0017125,14.387,9.7796,6.4983,298.01
59.0,60,100,72,0.0,225.0,0.0001,0.10085,500,1.1,0.0018185,15.051,6.1118,6.2792,297.94
42.6,60,100,51,0.0,54.132,236.06,0.0001,0,1.1,0.0020491,13.704,2.7497,6.4879,298.1
5.0,30,100,15,0.0,8.5086,17.481,0.0001,0,0.6,2.2276,14.062,0.00098718,6.4796,297.99
108.0,75,100,90,0.0,59.66,0.0001,0.0001,100,1.0,0.00089135,12.824,14.264,6.511,297.98
64.2,60,100,80,0.0,78.926,253.06,0.0021443,500,1.1,0.0019361,14.067,6.6355,6.5016,298.24
192.6,75,100,80,0.0,122.15,28.314,0.71053,150,0.9,0.0016333,11.829,28.849,6.4645,297.92
103.0,75,100,90,0.0,79.555,0.0001,0.0001,100,1.0,0.00086229,13.586,16.188,6.5126,297.97
24.2,55,100,30,0.0,225.0,225.55,0.0001,0,0.7,0.0028157,12.114,0.020898,6.4909,297.77
94.4,75,100,90,0.0,108.25,127.41,1.2917,100,1.1,0.00077837,13.043,13.445,6.5445,298.14
211.2,65,100,80,0.0,12.996,53.146,1.4005,250,0.9,0.0017863,11.535,31.19,6.4832,297.89
58.0,60,100,72,0.0,81.448,33.008,0.0001,500,1.1,0.0019963,13.445,6.0573,6.5053,298.0
214.2,65,100,80,0.0,18.008,15.349,77.031,250,0.9,0.0017073,11.649,31.147,6.4676,298.01
159.2,75,100,90,0.0,57.322,30.344,0.81611,0,0.9,0.00057644,10.751,24.671,6.4922,297.9
22.8,55,100,150,0.0,225.0,405.56,0.0001,0,0.7,0.021767,9.351,0.00091187,6.4542,298.29
80.0,60,100,116,0.0,89.556,126.3,1.0241,100,1.1,0.0016173,13.372,9.9944,6.4918,298.16
70.8,60,100,84,0.0,65.374,41.763,0.0001,500,1.1,0.0021423,14.867,8.9708,6.4975,298.01
218.6,65,100,80,0.0,67.027,2.8661,0.0001,250,0.9,0.001542,11.907,28.539,6.5056,297.86
148.8,75,100,90,0.0,61.137,8.8227,2.0423,100,1.0,0.00087971,10.824,24.322,6.5015,297.95
174.4,75,100,80,0.0,54.576,0.068133,60.918,150,0.9,0.0010466,12.463,22.832,6.5194,297.95
222.2,65,100,80,0.0,16.663,29.369,5.3,250,0.9,40.055,13.555,15.491,6.5028,297.89
213.8,65,100,80,0.0,49.118,82.732,11.437,250,0.9,0.0013821,11.338,27.625,6.5169,297.98
111.6,75,100,90,0.0,68.321,35.258,0.0001,100,1.0,0.0011398,12.696,18.05,6.5076,297.97
64.6,60,100,80,0.0,64.984,76.787,0.0001,500,1.1,0.0018886,14.599,6.7629,6.5002,298.02
128.2,75,100,90,0.0,143.64,0.10032,0.0001,100,1.0,0.00058384,13.273,17.53,6.4609,297.89
138.2,75,100,75,0.0,37.576,40.047,6.8395,100,1.0,0.00046293,13.313,23.698,6.5131,297.94
136.0,75,100,90,0.0,126.93,2.3413,34.391,100,1.0,0.0010082,12.616,20.852,6.4756,297.99
117.6,75,100,90,0.0,48.165,17.653,0.0001,100,1.0,0.0010711,9.9117,18.22,6.5056,297.98
56.8,60,100,72,0.0,70.974,16.251,0.0001,500,1.1,0.0021288,14.022,5.7641,6.4897,298.0
111.2,75,100,90,0.0,69.329,4.2561,0.0001,100,1.0,0.001083,12.974,16.455,6.4874,297.99
114.0,75,100,90,0.0,10.24,51.792,1.1271,100,1.0,10.535,13.644,12.807,6.5079,297.93
167.6,75,100,60,0.0,33.172,68.62,1.8397,400,0.9,0.00046516,12.454,23.199,6.4999,297.85
220.6,65,100,80,0.0,7.275,20.673,101.11,250,0.9,66.024,14.402,10.34,6.5058,297.99
134.6,75,100,90,0.0,60.395,1.1341,25.813,100,1.0,0.00090752,12.122,20.626,6.4992,297.98
120.0,75,100,90,0.0,45.29,4.5267,0.0001,100,1.0,0.0010888,12.412,18.22,6.5043,298.0
219.4,65,100,90,0.0,98.335,84.223,12.435,250,0.9,0.0023775,12.555,32.27,6.5131,297.94
75.6,60,100,90,0.0,64.921,48.877,0.0001,100,1.1,0.0018752,14.169,8.6983,6.5072,298.15
24.8,55,100,30,0.0,219.98,90.999,323.78,0,0.7,0.0028092,12.26,0.080884,6.546,298.85
76.4,60,100,116,0.0,131.03,138.62,0.0001,100,1.1,0.002955,14.647,10.158,6.4885,298.25
79.4,60,100,116,0.0,100.11,117.2,0.0001,100,1.1,0.0018148,11.34,10.914,6.5059,298.0
186.8,75,100,105,0.0,105.37,26.824,0.87752,150,0.9,0.0012205,11.519,27.132,6.4927,297.88
9.6,42,100,15,0.0,36.517,146.72,0.0001,0,0.6,1.6052,13.021,0.00097366,6.489,298.19
222.4,65,100,80,0.0,73.541,21.136,88.653,250,0.9,0.0014982,11.333,29.57,6.4955,298.0
101.6,75,100,90,0.0,30.218,22.138,0.0001,100,1.0,0.00081062,12.252,13.594,6.4711,298.01
177.8,75,100,80,0.0,73.618,9.8427,103.21,150,0.9,0.0011741,9.5647,26.368,6.4623,298.04
194.4,75,100,80,0.0,72.871,3.5505,31.588,150,0.9,0.0026009,11.013,31.43,6.5131,297.95
42.2,60,100,51,0.0,71.588,125.77,0.0001,0,1.1,0.0022195,12.93,3.098,6.5033,298.03
18.8,42,100,75,0.0,54.355,311.91,0.23791,0,0.7,0.019797,10.674,0.00093969,6.529,298.33
197.2,75,100,80,0.0,8.9433,140.56,17.268,150,0.9,24.108,12.962,19.244,6.4917,298.02
2.6,30,100,8,0.0,20.329,38.736,0.58109,0,0.6,1.6975,14.569,0.0009937,6.4954,297.91
213.0,65,100,80,0.0,115.92,75.242,11.247,250,0.9,0.0013319,12.448,24.743,6.4708,297.95
146.8,75,100,90,0.0,53.435,2.492,23.584,100,1.0,0.00082466,12.133,24.666,6.501,297.95
38.0,55,100,47,0.0,68.275,301.07,1.9755,0,0.9,0.002287,11.985,1.94,6.5125,298.46
207.0,65,100,120,0.0,3.052,117.9,17.104,250,0.9,3.7343,13.114,29.499,6.5062,297.95
112.0,75,100,90,0.0,68.852,13.818,2.772,100,1.0,0.00061663,11.466,14.184,6.4928,297.96
109.8,75,100,90,0.0,50.536,0.49156,0.0001,100,1.0,0.00085286,11.753,16.839,6.4882,297.97
87.8,60,100,90,0.0,0.0,5.2785,0.0001,100,1.1,1.9697,15.482,10.357,6.5034,297.85
31.2,55,100,37,0.0,28.642,266.93,0.0001,0,0.9,0.0025796,12.08,1.0224,6.5253,298.08
4.8,30,100,15,0.0,14.085,28.031,0.0001,0,0.6,1.8144,13.769,0.00098755,6.5176,298.03
19.4,42,100,75,0.0,156.68,225.09,0.0001,0,0.7,0.015082,10.664,0.00093455,6.5029,298.09
228.6,65,100,80,0.0,106.67,71.084,11.08,250,0.9,0.0020975,11.735,29.452,6.4856,297.95
77.4,60,100,116,0.0,84.118,304.63,0.0001,100,1.1,0.0021187,13.789,9.0326,6.4981,298.39
23.6,55,100,150,0.0,225.0,364.63,0.0001,0,0.7,0.016154,8.3859,0.00091028,6.4278,298.0
185.2,75,100,80,0.0,41.24,7.9769,90.445,150,0.9,0.0010108,11.435,27.09,6.4918,298.04
36.4,55,100,47,0.0,45.224,139.54,0.0001,0,0.9,0.0032289,12.144,1.6312,6.5064,298.0
57.4,60,100,72,0.0,60.72,85.237,0.0001,500,1.1,0.0022669,14.197,6.1331,6.5072,297.99
185.0,75,100,80,0.0,49.268,61.42,9.874,150,0.9,17.163,13.408,21.492,6.4899,297.96
214.4,65,100,75,0.0,9.534,107.09,3.822,250,0.9,22.648,13.883,19.509,6.4857,297.72
142.6,75,100,90,0.0,9.8289,44.503,1.0658,100,1.0,31.629,13.329,11.143,6.5081,297.9
132.0,75,100,90,0.0,10.376,39.686,5.4836,100,1.0,0.00082544,12.21,19.178,6.4966,298.0
234.6,65,100,80,0.0,32.108,75.85,9.4788,250,0.9,0.0018061,11.063,34.239,6.4777,297.99
68.4,60,100,84,0.0,53.553,29.082,0.0001,500,1.1,0.001618,15.148,8.9593,6.5001,297.96
164.6,75,100,75,0.0,47.553,26.128,202.59,400,0.9,0.00050684,11.013,24.176,6.5023,298.32
88.6,60,100,90,0.0,30.926,53.054,0.055098,100,1.1,0.00083121,14.148,11.126,6.4997,298.03
119.6,75,100,90,0.0,91.522,142.28,0.14402,100,1.0,0.0011167,11.889,17.277,6.501,298.13
108.0,75,100,90,0.0,70.03,31.248,0.0001,100,1.0,0.0011287,12.333,15.444,6.5083,297.99
71.0,60,100,84,0.0,66.885,44.849,0.0001,500,1.1,0.0022216,14.819,9.0144,6.497,298.02
137.8,75,100,105,0.0,84.898,15.605,2.0748,100,1.0,0.00095057,11.533,23.1,6.483,297.97
115.8,75,100,90,0.0,60.401,19.276,0.0001,100,1.0,0.0010022,13.117,18.606,6.4809,298.01
84.4,60,100,90,0.0,67.394,38.177,0.0051596,100,1.1,0.00076853,15.895,11.023,6.503,297.99
52.4,60,100,65,0.0,69.649,64.483,4.2617,500,1.1,0.0022507,12.321,5.2476,6.5014,298.01
168.4,75,100,80,0.0,56.631,1.0196,74.353,400,0.9,0.0010227,12.416,23.622,6.4943,297.96
190.6,75,100,105,0.51839,6.7218,50.036,1.1772,150,0.9,40.567,12.771,11.447,6.5848,297.91
43.6,60,100,51,0.0,54.895,69.523,0.0001,0,1.1,0.002381,11.923,2.907,6.4995,297.98
180.6,75,100,80,0.0,225.0,24.611,6.557,150,0.9,0.0013429,12.759,27.847,5.799,297.9
27.0,55,100,30,0.0,136.22,145.54,0.021056,0,0.8,0.0022236,12.002,0.42746,6.434,297.92
41.4,60,100,51,0.0,65.265,189.74,0.0001,0,1.1,0.0022153,13.364,2.5355,6.4918,298.06
9.4,42,100,15,0.0,31.943,100.92,0.0001,0,0.6,2.386,12.999,0.00097482,6.4981,298.1
6.6,30,100,15,0.0,42.566,76.992,0.0001,0,0.6,1.7042,13.24,0.00098199,6.5102,298.09
120.4,75,100,75,0.0,45.953,23.201,3.0509,100,1.0,0.0007838,12.192,18.555,6.514,297.98
204.6,65,100,80,0.0,71.222,35.769,7.715,250,0.9,0.0015352,9.8088,33.264,6.5062,297.88
156.4,75,100,90,0.0,40.332,20.621,0.58192,0,0.9,0.00066495,10.654,23.291,6.499,297.92
183.0,75,100,75,0.0,49.062,31.155,6.5143,150,0.9,0.0012749,12.478,29.282,6.5032,297.91
119.6,75,100,90,0.0,63.222,3.4483,0.0001,100,1.0,0.00096027,13.074,19.383,6.5195,297.98
200.0,75,100,80,0.0,42.629,8.4185,70.408,150,0.9,0.0013956,10.666,30.509,6.5006,298.06
180.8,75,100,80,0.0,51.818,80.699,10.844,150,0.9,0.0012963,10.428,30.668,6.4837,298.01
113.8,75,100,90,0.0,30.695,25.261,97.189,100,1.0,7.1385,15.11,12.085,6.509,298.03
111.2,75,100,90,0.0,79.702,0.84325,0.0001,100,1.0,0.00093963,12.656,12.758,6.4836,297.99
209.4,65,100,80,0.0,40.033,3.1639,0.0001,250,0.9,0.0013737,10.718,33.6,6.4975,297.87
74.6,60,100,90,0.0,84.56,7.1203,0.0001,500,1.1,0.00169,15.279,9.5716,6.5109,297.99
217.6,65,100,80,0.0,56.381,21.812,5.0064,250,0.9,0.0014803,11.014,32.033,6.5094,297.9
191.4,75,100,90,0.0,6.2886,12.319,61.283,150,0.9,0.0015827,11.262,29.183,6.4642,298.01
42.6,60,100,51,0.0,104.84,119.52,0.0001,0,1.1,0.0021289,13.589,2.9441,6.5281,298.03
190.6,75,100,80,0.0,10.89,47.497,1.1739,150,0.9,0.0010833,12.194,28.128,6.5304,297.93
162.0,75,100,75,0.0,62.107,10.66,123.23,400,0.9,0.0010889,12.867,26.621,6.5139,298.08
185.0,75,100,75,0.0,10.987,60.584,1.5747,150,0.9,4.2008,13.2,23.218,6.4914,297.88
173.8,75,100,80,0.0,1.9687,50.365,7.2263,150,0.9,24.106,12.864,14.565,6.4876,297.92
107.8,75,100,90,0.0,52.643,20.351,0.0001,100,1.0,0.0009582,11.395,14.824,6.4965,298.01
225.2,65,100,90,0.0,10.47,28.748,210.56,250,0.9,47.48,10.184,13.108,6.5101,298.37
198.0,75,100,90,0.0,17.509,31.036,245.05,150,0.9,31.025,8.7747,15.81,6.5062,298.4
197.0,75,100,80,0.0,6.4199,99.499,12.707,150,0.9,25.28,12.097,16.648,6.4823,297.84
145.0,75,100,90,0.0,61.798,34.993,6.6204,100,1.0,0.00047716,13.451,22.414,6.5169,297.86
106.2,75,100,90,0.0,66.825,2.0668,0.23925,100,1.0,0.00077912,13.53,16.776,6.5111,297.94
76.0,60,100,90,0.0,78.427,83.195,0.0001,100,1.1,0.0017284,14.85,8.902,6.4972,298.2
230.0,65,100,80,0.0,109.4,11.635,63.115,250,0.9,0.0013183,12.915,24.63,6.4982,297.96
136.4,75,100,105,0.0,151.35,0.33548,25.432,100,1.0,0.00088155,10.717,21.187,6.4796,297.96
175.2,75,100,80,0.0,50.416,20.058,82.557,150,0.9,0.00080494,12.91,22.66,6.5144,298.03
133.8,75,100,105,0.0,150.75,14.331,2.3112,100,1.0,0.001256,11.709,18.7,6.5201,297.97
39.8,55,100,47,0.0,39.728,123.98,0.0001,0,0.9,0.0026334,6.8382,2.2515,6.4941,298.0
154.8,75,100,90,0.0,42.589,6.9115,42.035,0,0.9,0.00052618,10.707,23.348,6.5022,297.95
160.2,75,100,60,0.0,38.495,10.982,0.06183,400,0.9,0.00027127,13.596,26.289,6.5026,297.87
100.0,75,100,90,0.0,51.866,25.853,0.0001,100,1.1,0.00084231,12.857,13.459,6.4946,298.01
114.4,75,100,90,0.0,88.989,36.596,0.0001,100,1.0,0.0011493,11.206,18.086,6.492,298.02
47.6,60,100,57,0.0,219.59,156.5,0.0001,0,1.1,0.0020257,12.879,3.6558,6.4938,298.05
56.0,60,100,65,0.0,55.275,36.381,3.5282,500,1.1,0.0015966,13.748,5.8949,6.4981,297.95
227.8,65,100,80,0.0,102.84,61.686,10.056,250,0.9,0.0015398,12.276,26.691,6.499,297.95
76.0,60,100,90,0.0,78.78,50.699,0.0028119,100,1.1,0.0013015,14.827,7.6803,6.5152,298.05
105.6,75,100,90,0.0,47.556,27.86,0.0001,100,1.0,0.0011015,13.062,15.511,6.5149,297.98
183.4,75,100,80,0.0,79.852,56.705,8.8919,150,0.9,0.0011498,11.321,24.298,6.4926,297.88
86.8,60,100,90,0.0,0.0,22.39,98.477,100,1.1,0.71323,15.554,10.921,6.5268,298.07
67.0,60,100,80,0.0,71.951,20.262,0.0001,500,1.1,0.0018242,13.631,7.8703,6.4962,297.98
26.4,55,100,30,0.0,36.493,266.64,16.971,0,0.8,0.0023572,13.106,0.33858,6.4781,298.35
83.0,60,100,90,0.0,76.268,287.68,0.0034895,100,1.1,0.0012742,13.591,11.792,6.5162,298.13
85.6,60,100,90,0.0,45.288,120.88,0.0012435,100,1.1,0.001062,15.071,11.136,6.506,298.09
106.6,75,100,90,0.0,39.318,0.12776,0.0001,100,1.0,0.00087549,12.688,13.143,6.4904,297.98
103.8,75,100,90,0.0,55.507,13.753,0.0001,100,1.0,0.00093429,12.963,13.549,6.5163,298.01
33.0,55,100,43,0.0,64.624,81.599,0.0001,0,0.9,0.0026279,10.683,1.2602,6.4786,297.97
34.4,55,100,43,0.0,44.112,185.31,0.0001,0,0.9,0.002509,12.339,1.3759,6.4896,297.97
104.0,75,100,90,0.0,179.21,4.6931,28.805,100,1.0,0.0010782,13.859,16.057,6.5239,298.01
14.8,42,100,30,0.0,36.352,123.11,0.0001,0,0.7,0.010698,12.731,0.0009571,6.5382,297.99
81.0,60,100,90,0.0,225.0,136.88,0.16591,100,1.1,0.0016298,15.544,9.3513,5.4002,298.1
77.0,60,100,116,0.0,101.77,128.74,0.0001,100,1.1,0.0021985,13.472,8.9972,6.4829,298.18
60.6,60,100,76,0.0,70.091,104.39,0.00092613,500,1.1,0.0018016,14.755,6.3551,6.4933,298.08
37.6,55,100,47,0.0,48.936,216.62,0.0017482,0,0.9,0.0027449,11.637,1.6632,6.4982,298.19
116.8,75,100,90,0.0,48.326,0.0001,12.454,100,1.0,0.00076689,11.768,16.931,6.4983,297.96
78.8,60,100,116,0.0,133.76,454.04,0.0001,100,1.1,0.0020528,13.775,10.234,6.4986,298.23
85.0,60,100,90,0.0,95.2,47.253,0.0001,100,1.1,0.0011497,14.85,11.226,6.4995,297.99
9.2,42,100,15,0.0,39.08,104.71,0.0001,0,0.6,1.9727,12.631,0.00097507,6.4829,298.09
76.2,60,100,116,0.0,85.847,80.718,0.00026374,100,1.1,0.0018446,13.914,9.8875,6.4977,298.15
25.2,55,100,30,0.51802,101.21,102.44,318.02,0,0.8,0.0025035,13.144,0.14755,6.5869,298.98
51.8,60,100,61,0.0,89.645,21.011,79.17,500,1.1,0.0021249,13.616,4.3919,6.5036,298.19
24.2,55,100,30,0.0,225.0,651.33,0.005514,0,0.7,0.0029806,12.203,0.018579,6.5027,298.39
141.6,75,100,75,0.0,48.937,50.24,8.2069,100,1.0,0.0005278,6.5839,19.438,6.503,297.94
224.8,65,100,105,0.0,6.9655,15.442,82.79,250,0.9,51.729,14.664,16.525,6.4974,297.97
83.4,60,100,90,0.0,74.582,51.9,0.0001,100,1.1,0.0013377,9.5333,10.467,6.526,298.0
202.4,65,100,80,0.0,6.3603,24.702,5.1461,250,0.9,14.318,12.597,22.579,6.4937,297.89
226.2,65,100,80,0.0,37.413,52.19,7.5132,250,0.9,43.791,14.281,16.513,6.4796,297.96
180.8,75,100,80,0.0,48.273,56.19,7.6793,150,0.9,0.0014508,12.296,26.104,6.4999,298.02
217.6,65,100,80,0.0,76.131,72.189,1.4895,250,0.9,0.0015014,11.955,28.533,6.496,297.92
161.4,75,100,80,0.0,132.45,0.0018466,55.651,400,0.9,0.00096776,13.318,21.158,6.486,297.87
123.8,75,100,90,0.0,51.549,13.577,0.0001,100,1.0,0.00081466,10.909,19.867,6.5047,297.99
149.6,75,100,90,0.0,53.769,14.749,71.88,100,1.0,0.0005785,13.408,22.884,6.504,297.98
24.4,55,100,30,0.0,225.0,196.66,775.87,0,0.7,0.0029805,12.429,0.039923,6.5138,300.41
172.6,75,100,80,5.7175,0.0,66.278,9.3576,150,0.9,46.992,12.576,8.039,6.5561,298.01
14.6,42,100,30,0.0,44.951,135.9,0.0001,0,0.7,0.011089,12.212,0.00095779,6.4981,298.04
202.8,65,100,150,0.0,76.711,15.523,70.144,250,0.9,0.0023385,9.2244,31.136,6.4976,298.0
41.2,60,100,51,0.0,51.356,112.04,0.0001,0,1.1,0.0025785,8.5167,2.4984,6.5123,297.98
179.2,75,100,80,0.0,41.207,15.666,0.56467,150,0.9,0.0013804,11.754,28.986,6.5074,297.89
13.8,42,100,30,0.0,69.922,230.62,0.0001,0,0.7,1.8256,11.534,0.00096121,6.491,298.2
19.8,42,100,75,0.0,62.859,328.79,0.0001,0,0.7,0.013488,11.115,0.00093297,6.4926,298.04
162.0,75,100,80,0.0,45.005,22.9,195.42,400,0.9,0.00065189,11.984,22.709,6.4968,298.27
146.4,75,100,90,0.0,20.119,10.326,64.154,100,1.0,35.814,14.949,8.9833,6.5069,297.97
198.8,75,100,80,0.0,149.26,63.836,9.5805,150,0.9,0.0014683,12.082,29.468,6.5177,297.99
109.8,75,100,90,0.0,73.273,15.46,0.0001,100,1.0,0.0010708,11.941,17.911,6.4966,298.0
195.0,75,100,90,0.0,6.5438,95.981,2.079,150,0.9,23.442,13.755,20.351,6.5136,297.89
15.0,42,100,30,0.0,45.395,205.61,0.0023031,0,0.7,0.0098846,13.131,0.00095662,6.4601,298.03
216.4,65,100,80,0.0,53.988,107.13,14.111,250,0.9,0.0016016,11.753,28.516,6.4996,298.0
172.8,75,100,80,0.0,122.08,61.984,1.4549,150,0.9,0.0010619,11.038,24.492,6.4926,297.91
78.2,60,100,116,0.0,167.6,322.16,0.0001,100,1.1,0.0017578,14.025,10.012,6.5092,298.43
62.4,60,100,76,0.0,73.518,4.5901,0.0001,500,1.1,0.0017987,14.731,7.7561,6.4995,297.99
200.0,75,100,80,0.0,37.453,42.752,0.85223,150,0.9,0.0013027,11.102,29.861,6.492,297.95
97.6,75,100,90,0.0,55.0,129.48,0.00011971,100,1.1,0.001254,14.019,13.914,6.4896,298.09
150.0,75,100,90,0.0,41.39,26.123,6.5832,100,1.0,0.00036776,12.284,22.303,6.4992,297.89
40.6,60,100,51,0.0,73.933,255.99,0.0001,0,1.1,0.0030266,12.691,1.7633,6.5073,298.09
105.4,75,100,90,0.0,64.958,158.08,13.907,100,1.0,0.0011465,12.159,13.855,6.4961,298.25
68.4,60,100,84,0.0,66.47,44.392,0.0001,500,1.1,0.002046,14.825,8.4354,6.5032,298.01
109.2,75,100,90,0.0,64.971,45.359,0.0001,100,1.0,0.0011432,12.799,17.5,6.5095,297.98
216.6,65,100,80,0.0,19.841,162.81,18.718,250,0.9,35.277,13.399,16.564,6.5067,298.13
118.6,75,100,90,0.0,57.253,4.8034,0.0001,100,1.0,0.00097232,12.189,17.095,6.4974,298.0
129.4,75,100,90,0.0,92.23,5.4784,2.1078,100,1.0,0.00070237,12.145,22.538,6.4972,297.93
50.6,60,100,61,0.0,81.504,55.903,212.47,500,1.1,0.0025376,13.975,3.3656,6.5146,298.56
206.2,65,100,75,0.0,58.384,0.70776,64.986,250,0.9,0.0011409,10.761,28.025,6.503,297.95
134.6,75,100,90,0.0,224.7,0.15608,0.0001,100,1.0,0.00080018,12.921,19.511,6.5178,297.87
99.4,75,100,90,0.0,62.172,18.623,0.0001,100,1.1,0.00096231,13.591,16.47,6.5034,297.98
246.4,65,100,80,0.0,9.9058,121.28,13.883,250,0.9,80.385,14.251,6.9174,6.4957,298.07
206.2,65,100,60,0.0,7.6628,23.774,0.67977,250,0.9,12.251,11.794,21.987,6.5002,297.89
148.2,75,100,90,0.0,44.682,11.439,0.0001,100,1.0,0.0010616,10.647,20.812,6.5067,297.99
214.0,65,100,80,0.0,20.925,87.419,11.804,250,0.9,0.0015245,12.483,32.402,6.4982,297.99
94.4,75,100,90,0.0,65.614,14.536,0.0001,100,1.1,0.00094131,14.025,13.691,6.5165,297.99
188.8,75,100,80,0.0,50.027,50.826,7.73,150,0.9,0.0014911,12.107,30.259,6.499,298.0
93.4,75,100,90,0.0,80.469,50.671,0.0001,100,1.1,0.0011891,14.908,13.939,6.5002,298.0
171.2,75,100,80,0.0,12.036,38.441,1.0333,150,0.9,0.0015208,11.054,25.485,6.4651,297.92
170.6,75,100,80,0.5196,41.602,108.75,15.203,150,0.9,0.0009999,11.298,22.599,6.5426,298.03
169.4,75,100,60,0.0,45.399,11.126,61.41,400,0.9,0.00074332,13.725,26.534,6.4882,297.96
22.2,55,100,150,0.0,225.0,325.16,0.0001,0,0.7,0.022027,9.6674,0.00092311,6.4522,298.17
136.4,75,100,90,0.0,1.8049,35.482,6.8896,100,1.0,28.181,14.982,9.4492,6.493,297.89
17.0,42,100,75,0.0,98.451,307.02,0.0001,0,0.7,0.021327,10.997,0.00095144,6.4818,298.22
18.4,42,100,75,0.0,44.34,344.09,0.0001,0,0.7,0.018768,11.46,0.00094329,6.5132,298.0
6.0,30,100,15,0.0,34.712,52.576,0.0001,0,0.6,2.1334,13.938,0.0009844,6.5052,298.06
178.2,75,100,80,0.0,12.579,0.99769,71.853,150,0.9,11.907,12.853,21.343,6.511,297.98
94.2,75,100,90,0.0,44.433,37.131,0.0001,100,1.1,0.00087981,13.943,12.363,6.493,297.99
153.2,75,100,90,0.0,59.513,8.2715,0.0001,0,0.9,0.00088186,9.4505,25.22,6.4949,297.98
93.6,75,100,90,0.0,49.65,39.494,0.0001,100,1.1,0.0011181,13.676,13.011,6.499,297.98
221.6,65,100,120,0.0,24.906,16.865,135.83,250,0.9,55.061,13.883,12.846,6.503,298.18
96.6,75,100,90,0.0,70.911,56.052,0.0001,100,1.1,0.0010351,14.015,14.278,6.5054,297.96
52.8,60,100,65,0.0,48.717,33.913,0.0061056,500,1.1,0.0019147,13.798,5.262,6.4986,297.95
177.2,75,100,60,0.0,17.302,49.789,0.99654,150,0.9,12.904,14.192,18.846,6.4934,297.94
137.6,75,100,75,0.0,54.964,7.1655,35.628,100,1.0,0.00079497,11.902,21.288,6.5161,297.99
119.4,75,100,90,0.0,77.309,5.0591,1.1328,100,1.0,0.00084081,13.132,18.252,6.507,297.96
182.4,75,100,105,0.0,13.972,22.462,97.01,150,0.9,26.938,12.692,16.782,6.5091,298.02
146.2,75,100,90,0.0,110.48,1.1927,70.56,100,1.0,0.00045874,11.268,20.8,6.4657,297.94
177.2,75,100,80,0.0,64.6,43.417,6.5849,150,0.9,0.0015259,11.869,28.468,6.4889,297.9
19.6,42,100,75,0.0,43.35,220.29,0.0001,0,0.7,0.014883,11.214,0.00093752,6.4765,298.0
106.0,75,100,90,0.0,74.326,30.474,0.0001,100,1.0,0.0011484,12.102,18.019,6.4958,298.0
124.8,75,100,105,0.0,92.629,2.9158,0.0001,100,1.0,0.0011188,11.91,17.171,6.5036,297.98
20.8,55,100,150,0.0,96.454,235.48,0.0001,0,0.7,0.032352,10.483,0.00093568,6.4441,298.2
180.4,75,100,80,0.0,45.852,37.249,0.95881,150,0.9,0.0012753,11.807,25.07,6.5171,297.91
166.2,75,100,60,0.0,32.403,28.141,224.69,400,0.9,0.00044402,12.358,23.174,6.5076,298.33
3.8,30,100,15,0.0,10.421,17.369,0.0001,0,0.6,1.7209,14.228,0.00099048,6.5049,297.99
106.2,75,100,90,0.0,30.722,81.057,0.0001,100,1.0,0.0012995,12.577,15.424,6.5037,297.97
55.4,60,100,65,0.0,85.629,32.297,0.0001,500,1.1,0.0022858,12.88,5.7205,6.4993,297.98
47.8,60,100,57,0.0,140.54,230.36,0.0001,0,1.1,0.0024561,12.512,3.9864,6.5185,298.1
24.4,55,100,30,0.0,225.0,95.636,466.23,0,0.7,0.002612,10.875,0.046626,6.4836,299.28
